id,customer_id,tier_id,points_balance,enrolled_at,status
76ff50b9-de80-4187-9307-53dfff1888ec,859fee02-f1ae-4067-a05f-d5db7dbbb2d4,TIER-BRONZE,100,2025-10-09T16:42:10,active
1660f1d4-fb0e-4061-b76b-1a3ca369d663,b998f134-9c6e-4e5b-9a37-d0d9dbc72f85,TIER-BRONZE,100,2026-02-25T16:42:10,active
824bb7a0-8249-4bed-99ae-5fdf330a32fd,63b14504-d172-4e5e-b0fa-abd9cb43352e,TIER-BRONZE,100,2025-07-18T16:42:10,active
f6dc4747-aa9f-431b-a43f-257dbfe27464,d0c20886-5575-4356-8218-337197faa2fb,TIER-BRONZE,0,2026-03-29T16:42:10,active
084fe83e-3f8f-4cd3-a2fc-3d9d1e066b46,cf1ff13a-ac47-45d6-92eb-1583ead19df6,TIER-BRONZE,100,2024-08-27T16:42:10,active
b22c7234-f186-4182-978d-623bc030aa97,1233e680-06d7-4b38-8c6e-796ef158556a,TIER-BRONZE,164,2026-02-25T16:42:10,active
3b30c2a0-218b-405e-aeb3-685c29cd31bd,4955904c-175f-43ec-b76a-bc70d836d508,TIER-BRONZE,100,2025-01-23T16:42:10,active
b85ad004-129a-4cf4-bef7-eed3afa99962,1a1397df-b2b4-4791-93d9-87ac9062f545,TIER-BRONZE,100,2024-12-14T16:42:10,inactive
a1f00d42-e390-40b8-9b4e-5a3b39d2d14b,26ebc43f-cfbf-4fa1-9c7f-9134871f7b65,TIER-BRONZE,100,2025-09-29T16:42:10,inactive
516c697a-6911-4c07-9c15-c4a50962e0e8,547f74d3-e5b0-4e69-a707-74acc44f122c,TIER-BRONZE,100,2026-06-06T16:42:10,active
2f043407-e8ca-4e9b-a3f0-f10b94145ed1,e8e92a9f-bec3-4873-951c-b05d0fe37715,TIER-BRONZE,100,2024-12-22T16:42:10,active
38ce3193-7500-4244-bd30-583d9111e3d6,94a6d963-227a-4d07-92a6-0bb60ebd66e6,TIER-BRONZE,100,2025-05-30T16:42:10,active
17b7dd19-a6a6-47e9-adfb-3790f66d77ed,9adbebb4-c5dd-473e-b0ca-c36f10577392,TIER-BRONZE,100,2026-07-16T16:42:10,active
101f5522-b830-4973-b89b-27a074a38d9c,15aeedcc-eed4-453e-850c-7f876e54c4ab,TIER-BRONZE,106,2026-05-21T16:42:10,active
52d78e7e-3912-4978-a9bc-713e2a7e235e,3207b0f3-9af4-4ba4-acb1-6ba8ea25f52e,TIER-BRONZE,101,2025-01-03T16:42:10,suspended
374df976-cfb4-463f-b4a7-33dde01ae0dc,0f1df561-31c0-417e-909b-4b054c45baaf,TIER-BRONZE,114,2025-07-10T16:42:10,active
44a89b26-82c6-4f1f-a1c8-51abeba7a346,b2263d08-d05d-4240-a470-6fe31527b9d2,TIER-BRONZE,139,2026-05-05T16:42:10,active
32b82605-0c38-4801-b837-e351a5556d38,2ba287a4-72ee-4028-bc13-39a65e78db4d,TIER-BRONZE,100,2025-03-01T16:42:10,active
783c7a65-12a7-438d-bb42-c0b02672f8f8,e0cbd2e1-eee7-409c-9cf1-707eb4f867ce,TIER-BRONZE,100,2025-07-15T16:42:10,active
d2c61985-ce6a-424a-b6d2-cf945fcd0af6,d77ac8a9-6445-4f65-9a77-b0fb3abe853d,TIER-BRONZE,100,2026-03-04T16:42:10,active
bcf7b803-d1af-435e-8d7f-01b4188f90d3,847d46dd-9721-4351-8bef-5c2292b57d6f,TIER-BRONZE,100,2024-11-14T16:42:10,active
3164ff78-eb12-4d71-affa-a28f6b982396,33ab4667-4cdd-435a-875e-305ea36ebc4d,TIER-BRONZE,100,2026-06-10T16:42:10,active
6d45c665-3d84-4172-a6f3-d5399870ff13,f3feb7f9-9069-4fd7-be91-3800d1307935,TIER-BRONZE,100,2025-03-24T16:42:10,active
55dbbd4d-b62b-464d-9809-7cccba78ef24,71ed3bfb-d094-47b4-bd02-9589f31e4c1d,TIER-BRONZE,100,2026-07-14T16:42:10,active
0419e8b1-a1f1-4f53-9089-5a1a518eb487,7d624fe1-d3a6-4326-a6e6-32ebc0c46ea9,TIER-BRONZE,100,2024-12-19T16:42:10,active
40b941b6-c608-4fa4-a3bc-40100cff3428,47e4f30d-f965-45df-8474-93d5aeaf7cb2,TIER-BRONZE,132,2026-05-10T16:42:10,inactive
80e64b9e-5662-41ba-aa7b-f5d13e7e62df,f9f4d7f7-6884-4f0c-88d9-0d3432a666ca,TIER-BRONZE,100,2024-10-06T16:42:10,active
56f1dac3-4f3d-4683-b923-ea9197849691,42748981-2a95-4e95-91cf-9844c8aa9c69,TIER-BRONZE,100,2026-07-14T16:42:10,active
629f34e4-c3be-4c15-a3c6-23dd3eeed13a,67f25b4e-183c-4a43-9227-09966e445b42,TIER-BRONZE,100,2024-11-22T16:42:10,active
7ec1dfed-76c9-4a4e-8bc4-adf160c84871,4a0fcf58-3784-4070-96a6-0925fc23e36f,TIER-BRONZE,100,2025-02-06T16:42:10,active
51f6af71-9f54-4489-8b13-2dfba23ad0d4,84f816bd-12e2-4633-a419-fc80705977e6,TIER-BRONZE,100,2025-11-07T16:42:10,active
c9b9eda0-abb9-48b3-80ac-9273f32c442c,51d5c171-5764-4f95-8919-dd46d204df4b,TIER-BRONZE,100,2025-10-14T16:42:10,active
902e449c-3e36-4ba2-b467-bdb2401d541a,122af8ba-58aa-4655-b297-e90d616f0bf6,TIER-BRONZE,100,2025-06-14T16:42:10,active
01adf6b3-6e04-4439-9f2f-f1d55892d490,a296a891-b126-44e1-a271-9228cc28b3bc,TIER-BRONZE,153,2026-02-28T16:42:10,active
f27f50cf-1c43-4f6c-ade8-2e6950d2faf4,27e89b40-f32c-4604-8a79-6d1613bde382,TIER-BRONZE,112,2025-06-09T16:42:10,active
534a137c-70cf-4e12-adc2-5af60ed8e9ff,acb70464-ce97-4c94-a4bf-b165bd1b2fed,TIER-BRONZE,0,2025-09-14T16:42:10,active
602164f0-ad2a-4ffe-9c45-7f18eeb53e3e,7b971d80-7566-4bfa-93b7-b87270c4b732,TIER-BRONZE,100,2025-06-16T16:42:10,active
63394fb7-52c8-4b83-8b88-232af280e544,a4bf9059-6cd4-4e62-9a86-ff20975d7434,TIER-BRONZE,100,2026-06-13T16:42:10,active
cf7669ff-ba73-41b5-af23-38711680e64f,96f16837-3562-4765-b8dc-ddd863a970f2,TIER-BRONZE,100,2025-07-20T16:42:10,active
435a20a1-2e75-438a-b40a-624c18a0b847,425be648-8195-4636-880e-d86e4cd8e38f,TIER-BRONZE,100,2025-12-27T16:42:10,active
5c14aa22-aead-4467-af32-f5bbe325b5e5,b3f95dcd-caf0-4d0c-8890-a7b8e231c6b7,TIER-BRONZE,106,2024-11-08T16:42:10,active
eeef9fd6-ee90-4065-8b12-cb490686a4fe,bf32ccad-096c-457c-9147-6f220d46e227,TIER-BRONZE,100,2026-06-14T16:42:10,suspended
5c0a21f9-9933-4518-9623-c37dc7d3e1ac,9400a9f1-7dfe-440e-9992-ce7a2dd5b296,TIER-BRONZE,112,2026-01-04T16:42:10,active
19bfd7f2-20b0-42d1-a745-5d1d1af9548a,df8c3dd7-4bc5-4996-98e5-18e7ec0046e9,TIER-BRONZE,100,2025-03-12T16:42:10,active
7d94d322-41d0-44fc-bbe7-32ed161e3c33,7745384f-ccaa-4363-a18b-5e9ff0a824c0,TIER-BRONZE,100,2025-11-03T16:42:10,active
daf2ce6e-557f-4ede-9e1c-014e58566c7e,7d4b9dcb-d4ff-42fa-9c58-5657c61f4954,TIER-BRONZE,100,2024-09-12T16:42:10,active
6f14ad1e-cd2e-4e7c-bd81-427b16c91417,013b644d-5645-44bd-8ca3-d7d254b2ba18,TIER-BRONZE,100,2025-09-28T16:42:10,active
ef628c27-89f5-46a2-9a96-4921d6503589,5350fafc-45eb-4871-a195-d1cc090f9d9c,TIER-BRONZE,100,2025-10-09T16:42:10,active
309c44f8-1d6a-4dd4-a302-c7114df1c919,1c4373e3-238c-46b7-83f5-6cf757228aba,TIER-BRONZE,100,2024-09-04T16:42:10,active
90179c3b-c045-4bdd-8f79-78376be659ea,53ed5bac-fa7d-4b1d-a73c-6c2b9845c1d1,TIER-BRONZE,106,2025-04-23T16:42:10,active
4ee365e7-798a-4379-b60c-03137f612247,d6ca14b1-9b55-47f7-be97-787002ca26e5,TIER-BRONZE,100,2025-01-05T16:42:10,active
acefd013-1eb3-4582-8471-c5b94949d8ba,8e312b31-712d-4fc0-84dd-27ff2b1dd09b,TIER-BRONZE,100,2024-10-04T16:42:10,active
638d56c2-0d58-4151-82b8-f5e0f1e9d0d9,cb969dd8-a609-4b10-b213-d1011a90ef2b,TIER-BRONZE,100,2024-12-25T16:42:10,active
e1d25178-0b09-4b33-92a6-ea1752e4b35c,d85d8387-2b7e-46a9-9f28-dad061a5fc01,TIER-BRONZE,100,2025-09-24T16:42:10,active
7a9cb750-4dd4-4e72-b5a4-cf858c61672d,2ef9867e-e76c-4d07-8089-7935ba03ca03,TIER-BRONZE,100,2026-03-07T16:42:10,active
237eedca-e39d-4fd5-9aaa-2976134978d3,d23755ac-d315-4dfd-ae80-4fa042f7d833,TIER-BRONZE,100,2025-01-23T16:42:10,active
b82257d8-9f6f-44e5-a922-6508082e5fe3,0d78df79-b2dc-4cea-b7a0-712c91c0433d,TIER-BRONZE,100,2025-09-12T16:42:10,active
96b5c499-336e-4485-8263-986e766286b8,0abcb3b4-7e1c-4638-a21c-af1df3702f27,TIER-BRONZE,0,2025-03-09T16:42:10,active
904dc33e-3b02-4862-9c01-1fdf1b2dd669,0b4a904c-b6d7-4355-b1ff-3744b3831112,TIER-BRONZE,100,2025-11-27T16:42:10,active
a28cd0a6-3da4-46da-87b2-89079fe71d1e,c664111b-b80e-45ab-b2de-ee220ea29fbe,TIER-BRONZE,100,2024-09-01T16:42:10,inactive
6a7fe44a-8164-4d3e-86cb-ae9c2ec251ea,80968676-93cd-4bf5-a9f9-595055ff800a,TIER-BRONZE,100,2024-11-28T16:42:10,active
36c4cd60-6918-4c94-84e8-ef8a22ab8f1c,103fcba9-e7d7-4b76-b162-0fc8a31cfa6b,TIER-BRONZE,100,2026-03-29T16:42:10,active
38a7c6a9-82b3-4f30-a400-c41c68431b53,e6ef189a-76de-4ef5-ace2-676d69273e22,TIER-BRONZE,114,2025-09-17T16:42:10,active
81604057-e66a-451b-bb81-d44efaaf67f6,4559b465-3dfc-40aa-84fe-31c153b4c0d8,TIER-BRONZE,100,2025-02-01T16:42:10,active
7e5a36e7-47e4-441f-a734-a533cab907ef,36654075-c818-484d-aa9f-b6e8834b1bd5,TIER-BRONZE,100,2026-03-10T16:42:10,inactive
f4773a9e-e912-49d8-99fd-64ff73c8fc9d,36708614-1e24-453b-8593-b03eb1a7c5b8,TIER-BRONZE,100,2025-11-13T16:42:10,active
5fd10669-f2e4-4ecc-b0c8-e87d6635486f,eefcf9f0-dbd0-4907-a619-121deeb825dc,TIER-BRONZE,100,2025-09-27T16:42:10,active
a543240e-9145-4d00-a65f-885658d23ab5,03710ca1-feb1-4206-bd26-3bb8e6a1dac2,TIER-BRONZE,100,2024-10-22T16:42:10,active
da45b898-c943-434f-9c58-0becc0b9a337,b8cf5c4c-27e2-4106-9058-eb38559661e0,TIER-BRONZE,45,2025-05-05T16:42:10,active
ba790303-a743-4bf7-b30e-299f886676da,2bdeb3b7-a894-4fcf-8218-e41167bc557e,TIER-BRONZE,100,2024-12-07T16:42:10,active
27c59177-a01a-4a7f-9a88-2eb37f8fd3fc,2b4b540f-9423-4186-8164-4566e5e908f2,TIER-BRONZE,106,2025-11-10T16:42:10,active
cd553c1f-5cce-4388-816a-f165b9f45425,191feb1d-2def-4cbf-a8f8-ee3eb3856ea2,TIER-BRONZE,100,2025-08-07T16:42:10,active
b741f648-ffd5-4b95-8a12-9ceeacd72b68,2ffdab76-6ec7-4dce-bd58-e9b2f6da991c,TIER-BRONZE,100,2025-08-31T16:42:10,active
501ce210-ffc1-49f9-ab03-b532bace5430,961b1333-d41e-443a-9880-0b1c8c59e141,TIER-BRONZE,100,2024-09-10T16:42:10,active
3377ce8d-674d-4210-9648-26602bc64598,fa08fd03-3569-400d-9d63-e8ae15712195,TIER-BRONZE,100,2026-01-15T16:42:10,active
fd712e11-3ae2-4621-a819-9e28db30eea5,017413ff-58e5-4097-93e6-84f98038b20b,TIER-BRONZE,100,2024-12-19T16:42:10,active
a57dd037-687b-425d-8aa8-a07df4cc456c,49421d99-2baa-4a3f-bbff-4e4d4e0062aa,TIER-BRONZE,100,2026-05-26T16:42:10,active
311a8a0e-9d96-4e3f-905c-ac3acc84a162,8c39c27b-eb7a-452f-9581-a78bdf3ed9eb,TIER-BRONZE,100,2026-05-14T16:42:10,active
acb050e2-5b72-4ca7-b8ad-0e16c7ef4c95,ce5ac3ba-cbec-4482-816e-1ee6def437e2,TIER-BRONZE,100,2025-03-25T16:42:10,inactive
6bf27b0e-a912-4668-ada8-faa34a67fc15,d3adc9f1-fd4e-45ad-9d75-0919a6617f7a,TIER-BRONZE,135,2026-01-14T16:42:10,active
3e5427e8-dca6-486e-8261-793a05867634,8f06b288-f9eb-454f-adef-47f12b7572d7,TIER-BRONZE,100,2025-07-05T16:42:10,active
07dfcf4a-eacb-4d54-bb16-451e19196ef6,07837268-1f07-43d7-a271-fa0ab4370eee,TIER-BRONZE,100,2026-02-04T16:42:10,active
8d3f7890-2246-44a0-bd7b-8014994751ba,d31efffd-fdc4-4168-ac26-83b67a6c5c47,TIER-BRONZE,100,2025-09-04T16:42:10,inactive
64c6ada7-e78e-4e7d-883d-c661e77878dc,073c6c4c-9988-45b0-9224-7ad4e69d8c6f,TIER-BRONZE,100,2025-11-23T16:42:10,inactive
223e6b78-a40c-45b6-87e8-e166e31a2d27,f9c2b37f-2e88-4008-a277-99f35c4760bf,TIER-BRONZE,100,2025-12-12T16:42:10,inactive
759315a1-778a-4321-83da-0cfd02da5642,d1a4b7a2-e152-4377-ad2c-08cb61ad6688,TIER-BRONZE,100,2025-01-01T16:42:10,active
7e85bf7a-1ca3-47e5-93da-79bab3ef747b,8f9052f4-d761-416e-8b74-a71f640df0d7,TIER-BRONZE,153,2025-07-29T16:42:10,active
2463cf71-d2c9-4da2-8d33-8e5729ba8def,dec2b1be-3447-4044-b4e3-17848dfd390e,TIER-BRONZE,100,2025-03-16T16:42:10,active
8cc4fe12-8cad-42db-bc9b-e2212a6bbc87,18e7baeb-a66e-4a7d-882d-355810698bc3,TIER-BRONZE,100,2025-01-04T16:42:10,active
61f85416-10cb-4d47-9fbd-6196ab650919,bb35efe0-ac42-4801-bc72-7bea481716da,TIER-BRONZE,100,2025-12-19T16:42:10,active
85bc5d49-4a59-4529-94a1-37fcb4062fcc,7c66bbce-e687-4e15-be85-d960c3de159b,TIER-BRONZE,112,2025-02-26T16:42:10,active
a30d5f08-f06f-445b-a9ea-2cd058d98096,c50959f1-d990-44ff-837f-4062c769ae54,TIER-BRONZE,100,2025-12-27T16:42:10,active
7493ad06-ef37-4a17-bc82-f434a584366b,61004774-fb70-403c-ae81-a1e9cd187146,TIER-BRONZE,100,2026-06-13T16:42:10,active
261dd0da-1a72-4d1a-8c95-acbcbc40a285,86fb0f27-e52e-40a4-8499-5f1610574213,TIER-BRONZE,112,2024-09-09T16:42:10,inactive
a72d0bb1-033e-4277-9ff9-7c7e0b967eff,01450c81-3eae-4663-a704-f91c175e17f0,TIER-BRONZE,100,2025-03-05T16:42:10,active
13ee9659-22d7-4c96-90ba-f3e9ac0b146a,7bb37398-522c-4b94-95aa-882d79ae2041,TIER-BRONZE,100,2025-03-31T16:42:10,active
0294ba29-ba9a-4591-97e8-125cb8265d1f,c052cca8-a71b-4e49-b713-c012bcfce146,TIER-BRONZE,107,2026-05-28T16:42:10,active
1f84c74e-c86c-4d93-a61d-1518c91c9674,c0a8be37-975c-4b34-8989-1eb846c63871,TIER-BRONZE,100,2026-01-30T16:42:10,active
24c93a7f-9d2c-4945-950c-4d0cb1984e48,9c98b2d4-f4f3-440f-b28d-0e1ca7a152a5,TIER-BRONZE,143,2025-03-11T16:42:10,active
d9a6596b-e3d5-48d2-862f-5fc1f0f90076,27133460-80a8-449a-b422-65bfe97af456,TIER-BRONZE,100,2026-03-06T16:42:10,active
584397c7-6b9e-4e0e-810a-b2fa83ce11b3,2977486c-8467-4a72-a290-db87a9022320,TIER-BRONZE,100,2024-09-16T16:42:10,active
b0c71f70-cb28-4012-9bd8-9362001a6e3f,6f2f044e-7270-4c80-8003-fd28bb66c57c,TIER-BRONZE,100,2026-06-21T16:42:10,active
701f9a2f-a270-4153-b9c5-0f6669b9d11c,848485f0-198f-4efa-8335-707db71a7434,TIER-BRONZE,136,2024-08-29T16:42:10,active
532a41e6-f50c-487b-9239-5bd6d8377a99,1b25718d-795f-4b30-a424-50167ae8c0ad,TIER-BRONZE,100,2025-06-14T16:42:10,active
