id,review_id,customer_id,vote_type
22dbaf9e-89e9-456d-b711-99148c4fe3f6,314c97b2-0644-4480-b2d4-42239539827f,f8b1caa2-10e7-4302-963a-252a15b4a714,helpful
a2f26747-97ef-42d1-aad1-5969dda85362,314c97b2-0644-4480-b2d4-42239539827f,13ae1187-ebff-4588-bbf0-db26b1bbb598,not_helpful
3af1b946-df68-47e1-8f40-f579db02e47e,314c97b2-0644-4480-b2d4-42239539827f,e7f5d853-30ed-4302-9303-e11752f57b2f,helpful
854734d5-a224-474a-b751-5db5a559db94,314c97b2-0644-4480-b2d4-42239539827f,13b24541-2c78-41cb-a6b6-e8713ab9a16f,not_helpful
6cdfceb2-e0a7-4e17-989d-ff2ab5513d9c,314c97b2-0644-4480-b2d4-42239539827f,710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,helpful
26886cc7-aa59-4968-b0aa-181fec167a50,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,779b7f09-bfd0-4ab7-a46f-9f6eecb13030,helpful
acb2417b-14fa-45ec-a0cc-926c13f2940f,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,b0382b3d-f5c4-4ecd-9e82-9ec911feb36a,helpful
95af6406-ca1d-4c2c-97de-efa10f7bfeb5,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,36654075-c818-484d-aa9f-b6e8834b1bd5,helpful
6640b812-1ad4-4667-9c6d-c29b669e67ae,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,b0cab1cc-6689-4922-a78f-5c6e1c458cd1,helpful
56a8ee41-a9ba-449d-9ae9-fd6e9baddbd8,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,c912d33f-5dc2-4ec9-a126-34b598046705,not_helpful
5f094825-81da-4363-b791-e857da9240fd,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,167ce993-af12-4071-a5cb-fb3f09045741,helpful
d0b156ce-3783-4944-b91b-57305804307b,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,64e25b29-1b93-4db3-a929-7fb7183288be,helpful
93560b1d-1990-4d92-9adf-2998596e9158,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,c50959f1-d990-44ff-837f-4062c769ae54,not_helpful
617da9a9-4a54-404b-ac11-7529beb5a004,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,6d83b2dd-2590-42ba-8d66-d65101b1a517,helpful
30b4d13d-82c4-47c4-9825-375e5dd5f91c,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,598904ac-fa48-43af-8fe9-41388451ae53,helpful
19c87f55-f861-4ccc-9874-81944b0f0358,6df5e9ec-1654-42b3-80c8-aabc606d201d,359c05d0-e19d-463d-b3b4-43a0b4a3810f,helpful
aba74381-7518-4b75-a4da-111423b0451d,6df5e9ec-1654-42b3-80c8-aabc606d201d,6fcd3399-b9d5-4ab0-9d50-385be83fec9c,helpful
7760a6db-21a2-4fd4-a1a2-de9850f79f16,d9acdc77-aa12-41ca-97a8-60deedd0eea1,a30edde1-4a46-4acb-905c-013e285a8101,helpful
5bff3ab5-e49c-4de5-8655-4b7d7506c5b7,7bccab6c-2957-4751-ab4f-9313524cb629,8cf43099-d49e-4e95-8b08-3d61df8b947f,helpful
edaccead-598d-4a7e-ace6-060f0e698012,ada1f944-ab5d-4a33-a6e7-6c96e620f415,86fb0f27-e52e-40a4-8499-5f1610574213,not_helpful
dce58ee1-14e1-4bbe-895e-c4fcdafd3a23,ada1f944-ab5d-4a33-a6e7-6c96e620f415,6d24a27b-89f9-4e69-8c83-6f87ce5b6d33,helpful
fbe98705-c6c6-4045-8f86-a92b46cbc37c,ada1f944-ab5d-4a33-a6e7-6c96e620f415,b08f3b44-9c9f-407f-a89d-961068f5f58c,helpful
ed0dc960-329a-4f20-bd36-9b1660992f60,ada1f944-ab5d-4a33-a6e7-6c96e620f415,861181e6-5d97-48a8-bbe4-226caa976140,helpful
a34a333c-7e3d-4261-8a25-b7beedb840ce,ada1f944-ab5d-4a33-a6e7-6c96e620f415,848c50eb-5e2a-4b53-b6b9-751bfad107b7,helpful
ac34568b-876d-482f-909d-c6714c76b759,5e42cb15-ae08-4369-8ccc-60d683c5f346,f03fb49f-283d-405e-bf8d-52046ca6e77d,helpful
2b30bfc2-7073-402b-8de8-4c7b23e25422,5e42cb15-ae08-4369-8ccc-60d683c5f346,43df30db-068d-40fc-8576-7e2f6e62f2f6,helpful
7960f78f-3a45-4f4f-8bae-639ee7c05987,1529dadd-a81f-4d25-b1b7-4916f0b0d6b3,22dc524c-5b2b-4982-a2a7-2a5f5a5b9ca5,not_helpful
fc80622b-3f8c-4a38-a8c5-9d3a4deafc34,1529dadd-a81f-4d25-b1b7-4916f0b0d6b3,485b6c22-4f0b-4e0f-bfba-0c9d38a0122d,helpful
949dd3c0-17f8-48ab-9ecc-124586bedac1,53eb315f-4702-4b4b-858a-3ba5a0b8f318,41b09fe3-c0bf-4484-bc20-f48aedb5e7d5,helpful
9ce7245a-0534-4564-8199-3a8d02a6e0ca,53eb315f-4702-4b4b-858a-3ba5a0b8f318,10687c1c-9437-400c-a604-0e19882c65e1,helpful
af97b6be-ceae-4a61-8c6b-6cf472bbe15a,b5e43cb6-1cbb-4e30-b8c0-9486959bf33f,fe21b6ad-ebab-42b3-b5ed-ad3529036009,helpful
920f7be1-f1ab-4e0f-aebf-e61267fcf57b,b5e43cb6-1cbb-4e30-b8c0-9486959bf33f,ead66f31-3437-42c5-9145-8281898ce326,helpful
ba465765-8722-4f59-86a5-081eea131be7,7c6ce019-5dea-4981-ace2-b0d067a8bc2a,d7af9974-5b4c-4c70-85c5-1f7ff782da88,helpful
2f6707f5-5ecf-4dab-aa22-32eb0204a6c9,e99395c1-a3f0-4bc4-b9a8-6bcd2eae0457,758b4602-0ce0-440a-9584-ad59ce4216ad,not_helpful
b1622dc2-fd20-4aeb-9dcc-cafd41440e44,e99395c1-a3f0-4bc4-b9a8-6bcd2eae0457,2ef9867e-e76c-4d07-8089-7935ba03ca03,helpful
a7096e4a-aacd-4392-af5c-8a5c24d25697,cc67d66d-eda8-4f4d-8bda-9f9529492be8,a59ab98c-fe50-412b-aa83-a693a561092f,not_helpful
