id,review_id,action,reason,moderated_at
e2ef0d8f-c103-4c0d-a8f4-162ee14438ad,314c97b2-0644-4480-b2d4-42239539827f,approved,,2026-06-28T13:40:07
7a81aa2c-c4fa-4abe-98af-c36e2b7c8f9a,cfa57a85-f9c1-43c7-b07d-5c28d885bde4,approved,,2026-07-16T18:34:35
700f3d54-ec1c-4753-903e-589f69b02b03,6df5e9ec-1654-42b3-80c8-aabc606d201d,approved,,2025-08-05T09:54:48
2d69bdbb-5933-4ce5-bc8d-ccf334de1d32,3bdd1b83-a102-40b9-a413-41305d289ac9,approved,,2026-02-06T22:54:28
4e756d56-b4ef-4234-ba40-9da0fe77eb2a,d9acdc77-aa12-41ca-97a8-60deedd0eea1,approved,,2025-11-22T03:35:54
9d6c1968-0033-4bba-bccc-91cc1a26cf53,b733996d-e979-4fc1-8351-53de1f67cb44,approved,,2025-09-12T05:20:59
0e770023-c074-41c2-a7f2-cce335c22e33,24608304-1a23-4bfa-919d-a3302613169b,approved,,2025-08-29T04:02:37
518ca58c-57e2-4343-90bb-0f27e2b7a3ba,7bccab6c-2957-4751-ab4f-9313524cb629,approved,,2025-07-30T14:26:36
aeec5b25-dc53-4210-91b2-edc1748547c4,e69c242c-50b2-4e22-8af3-9ea535b4b219,approved,,2025-09-03T13:47:23
de825e43-b53f-42f6-97ea-ed2b8a45a3b6,e2eb0626-b7f7-41c3-8ed6-993c247b3f64,approved,,2026-08-13T04:42:09
77af7a1c-6bb8-4294-8dfe-9735a9cd5657,ada1f944-ab5d-4a33-a6e7-6c96e620f415,approved,,2026-02-06T05:23:26
1027240a-7d33-41d9-96d6-750954b7382d,5e42cb15-ae08-4369-8ccc-60d683c5f346,approved,,2026-03-25T11:46:07
b72843ad-ee41-4320-bf63-a4eed2d656a3,1529dadd-a81f-4d25-b1b7-4916f0b0d6b3,approved,,2026-08-16T10:19:37
ce6aa70a-95f5-401d-9e26-9f5004551946,53eb315f-4702-4b4b-858a-3ba5a0b8f318,approved,,2025-08-24T19:45:52
2b033418-67ef-4394-a5a3-972b89487fa3,b53c8939-5614-422c-a8b4-01116fdbbe67,approved,,2026-03-31T08:20:12
1205e8ac-eb5e-49c7-8fe6-eea64b74e77d,b5e43cb6-1cbb-4e30-b8c0-9486959bf33f,approved,,2025-11-26T04:46:34
b7c308fe-89e2-4d08-a3f3-325de92af3ca,7c6ce019-5dea-4981-ace2-b0d067a8bc2a,approved,,2025-08-08T06:17:48
4fc1a247-4af4-4fe3-b65f-0eaf29ff55ed,e99395c1-a3f0-4bc4-b9a8-6bcd2eae0457,approved,,2026-06-09T07:02:26
99bcc64b-03ce-4d43-9594-400969d36541,cc67d66d-eda8-4f4d-8bda-9f9529492be8,approved,,2025-08-19T14:00:45
3127bcd6-898f-4d0a-9413-222756cbeb2a,c19eb6be-e776-4b67-9b0e-eb880baffe33,approved,,2026-06-27T02:25:57
d8350eb2-bdc3-4ca0-81ad-47280db1d4d5,de5b7977-4d11-4f8d-ba05-ff8cba4a504b,approved,,2026-05-16T22:58:26
c5c3c3a9-4107-40f3-9723-04f317863cb7,fd5ddf14-592e-4c85-bc93-cc7ab41fec5c,approved,,2026-02-19T21:43:48
5caf0d16-e967-4ab2-a26a-696af810e2fa,af648c08-7a91-4263-af8a-3b1a328d1398,approved,,2026-02-26T17:41:03
c3ea2bb8-8a99-4a7c-a2b2-9dbe5fec27f5,2e32fa08-50eb-4105-a934-e55e5698d237,rejected,offensive_language,2025-12-30T09:17:30
58348ab0-122f-496f-87f6-588eece374b6,e3ac6e8d-d4d3-4561-922f-a02c106db9c3,approved,,2025-11-19T02:55:26
c7078620-5c55-4f64-b449-cdbb9975da00,9e623abc-5d81-4319-ad66-b417a17ac35a,approved,,2025-09-04T21:31:19
b68ca09e-44dd-4908-aa41-34583d314946,6ad26759-af91-4338-a269-832726645329,approved,,2025-08-24T10:31:54
83663529-b528-4dba-b6e5-c595459a87cc,472cdacf-e9aa-4eae-aa1d-b590116039db,approved,,2025-09-05T07:37:58
c6793225-37a6-448b-a42a-d02f53a7817c,fa050cb8-a110-41b3-a2fb-424107162c65,approved,,2026-05-15T00:34:29
8a27ba06-bd5f-42cb-917a-f8a4f9c33015,cdfbbd54-c58e-40df-8279-a23cbea4e54a,approved,,2026-02-13T20:20:29
0a2e6c3e-6d22-41a3-8feb-1b88f48b652a,6b30777c-391e-4f9f-98c4-3b10ea7fbc2f,approved,,2025-08-27T04:38:59
c5f05ee4-33a8-4731-a748-096e117999d4,eb3c546d-5f9a-414b-9ef9-7b7cc59c2ebb,approved,,2025-12-13T04:15:55
ea06e846-66dd-4c3e-bb07-741f44cd7284,3ec62aed-fe77-4656-80b3-2d6722483bdc,approved,,2025-12-08T08:17:07
b015e46a-db38-4450-aed9-66426d18cbd6,03173f3a-0ac8-4a87-a72c-4012e2abb9b4,approved,,2025-10-28T20:02:12
abada573-825e-4eab-96a8-6c55b7ada72b,54c419d3-c720-47b4-a99a-488787cac7dc,approved,,2025-07-30T09:12:41
2eaa5f7e-165f-4a92-9f6d-82683164cdce,571efe88-a27b-4971-a5c6-ddae2cb358cb,approved,,2025-11-28T04:35:38
9231ead3-6553-457c-8e0f-043e36a0124b,a01727b6-7f5a-498b-b55d-ad33b3ef664b,approved,,2026-04-16T22:29:20
ed661f3a-904d-47ec-890c-94f6c5304453,876bbb67-e665-4b8f-8a50-7d8333fe5c66,approved,,2026-08-16T10:49:02
9a758032-5b06-447b-8b08-d824704f966f,c38865a2-02ad-4f08-a8a7-665fc7773c04,approved,,2026-04-16T02:43:47
df4a46aa-d3aa-4688-813a-bbc3784c7219,0b571dde-d92a-446e-9a5f-114c7e1c075a,approved,,2026-03-12T21:51:14
41164096-c162-45c7-986e-c26270d88cc3,664bff90-55c0-4546-9b21-0395d237826c,approved,,2026-02-06T21:44:44
aad1303b-87bc-4905-9bd3-c87864b348cb,b0f8b09b-9e70-4d3b-bd54-e4812b873e8a,approved,,2026-07-19T20:46:49
77c2ad4f-e983-416d-8c79-466294ce6364,f28e033d-5fa8-440e-bcbc-1b035bc3a275,approved,,2026-08-06T18:49:55
7b14048d-856e-4696-8731-ea0459045c71,721ee597-1dba-496f-b394-1a42df9147e0,approved,,2025-08-05T12:11:03
0e0789da-092a-4d6b-815f-c1be0e59afab,67e5fbc3-6c67-433b-9ae8-d06d6bc629a2,approved,,2025-09-13T21:26:51
f65c696c-01cd-4dc2-aa98-6e3b456443a0,bc5be66e-d7a3-444b-aa3e-3d57cae3d253,approved,,2026-04-07T02:47:37
c9237063-ca25-47f2-ad66-0050b049e7f1,d78c4711-e178-4484-9660-3a17dc05dd7c,approved,,2025-09-18T14:04:38
f86526be-9904-4ef6-8dfa-d0edc3facc84,60750cd3-b9e6-46a3-8db2-5375a22a28e5,approved,,2026-06-30T03:51:29
4957934f-e428-44f0-856e-105f9b28262a,dcb72a2e-47b6-4658-8b89-332f7bcedc89,approved,,2025-12-04T07:34:11
154b1116-c5a6-4d2c-bc46-155c1d5a8356,2f1e796c-aa5c-4048-9401-fb924606042a,approved,,2026-03-04T19:09:01
d81ea1c5-4211-44f8-9d19-f87485dc167e,47899256-4e26-474f-9609-028ab76c9b0f,approved,,2026-02-26T21:19:54
5e301f1c-914a-4f3e-acd7-15afa7b961c0,c08ff532-64bb-4208-8727-ac4f73ebb834,approved,,2026-01-02T13:01:10
ad739074-92ee-4473-8414-a8416bcac45c,1b8639ec-9ddd-45e5-9563-673978750ba6,approved,,2026-03-05T22:09:16
48864568-db72-46d2-9a08-88777144a7f0,0540d72b-9691-4c09-948f-3aaff60519d5,approved,,2025-11-29T04:49:25
4b3d69fe-68dc-4488-9e07-3d626d2ca2c0,1d30bdd7-36ce-40f8-a327-48b0aa003d12,approved,,2026-04-16T12:50:53
516f4e53-9642-464f-9d42-6244e12873ed,974bfca0-2953-49e9-98e8-389803753548,approved,,2025-11-29T13:02:24
1c71af56-9c20-4ec7-b51a-56fb065dd410,f1f658ec-c044-4fea-ad21-bea3027d66a8,approved,,2026-05-04T19:25:52
261b466c-8f66-4529-97a6-4ae37efdc713,681597e8-f125-4c95-8b54-f82d1f4d3b94,approved,,2025-11-09T14:16:38
ad723ab1-5f25-4210-922d-4c89eb1aa509,60cbba1c-4b7b-4878-852f-fbfb725d1acc,approved,,2025-07-27T09:00:04
45277b2b-29d7-4a31-becf-906fc13c6b13,2ab456f7-94e3-4102-8e55-7ef7c51aa797,approved,,2026-03-17T15:26:42
a30060a1-ac46-4691-b947-ae47e6f8bbcf,a23641c0-6dca-4961-bbba-330207849c78,approved,,2025-08-29T00:55:05
1551fa7a-d6c2-4da8-b283-46626f503414,d6656ba7-1752-4ec9-a749-60fc71606b72,approved,,2026-07-22T20:18:09
6b840657-e0e1-41ac-81c5-355972cdeb44,c78d177b-d73e-41de-a418-fedf7afc529b,approved,,2026-08-08T08:06:21
f36b6205-6b7d-4fa6-9f82-d06334ba60f2,92b74c50-c110-41aa-b122-6819be3790ed,approved,,2026-06-14T01:56:55
92843694-908b-49a0-87f9-82d2dd52145f,d7069ced-0b88-4b3f-9690-0e2699128d9b,approved,,2025-11-04T12:57:39
98007c00-52f7-4f64-a59f-78b4688d135c,9344573c-b229-49ac-87f2-fd6d1b16a11c,approved,,2025-08-20T20:11:58
492a6f38-33fb-46f0-a4e0-83c8a408cf3a,a0c0e475-6fb3-4cb1-8f82-a242739d1430,approved,,2025-12-04T05:26:40
a9855cb9-bf59-47ef-87ff-53c527b123ef,c083ba3b-2438-424e-9c33-947713747ebb,rejected,offensive_language,2025-10-09T22:55:22
c0e8fa16-6162-4426-9dcf-cbd8770aa470,5507a308-e396-4c30-b64d-87b6425d0795,rejected,off_topic,2026-05-04T08:17:10
ff17e101-6454-4a06-8f32-887490bbe19d,d16e19b8-4a7a-44da-b365-815498331f9c,approved,,2026-05-16T08:37:45
8e5d5ac0-9037-4b80-8fa2-9b54589bea44,90b196bb-db12-4807-9d24-ffd07672d313,approved,,2026-01-23T06:42:35
68a3d01c-c6bb-4ddd-a858-5472bba9627f,3c6c9446-dd8c-4937-a7ce-827e605614f3,approved,,2026-04-19T08:42:05
d46ef6e9-7028-495c-b8d5-048001798486,e5959339-b7e3-4a6a-bbb9-e58f9bcad3b6,approved,,2026-05-16T03:26:03
4c4d3844-8df9-4c5e-aedf-962323478e2b,c0f65584-45b6-4e07-95d7-4026d520a9bd,approved,,2025-09-07T06:44:49
e85d7514-9f64-46d7-b480-227b943cd5b6,16882520-86ad-4405-9ee8-9f7aad09947e,approved,,2025-11-30T04:22:40
2531a274-52ae-4a7e-a9a7-566aec8c18d3,4c0b6495-5682-4ee7-bc8f-abe4ecd7bd08,approved,,2025-07-20T09:27:17
81fe059a-52f8-4772-9ba9-5c86421f7d86,bd22a1d7-a272-4cf6-bf9f-ba9a2c7321e9,approved,,2026-04-22T23:28:44
5f813f46-a04a-4c43-9705-8651e0124cb1,58dfec50-d6f1-4097-8db6-610eed78a9db,approved,,2026-01-01T09:32:13
3d4752bd-8293-4a45-96f5-18af566f2d9b,d5abb0a0-8a9a-4f0a-9994-dc3705542d42,approved,,2026-05-29T19:04:32
a6307247-0795-40a0-9edb-2ee40389b220,ee28021d-a306-46fc-9d2a-2cd03ac635bf,approved,,2025-07-16T09:20:33
b49683d8-7a13-4e90-a4d1-1854c056a805,e4d9df05-dfc3-4264-b3ad-eee05b1c3938,approved,,2025-08-27T23:40:02
683c681d-fc41-4629-b9dd-3dd1f6d2c1d1,3aa9c756-cd57-40a6-95c6-7924c8d39e2d,approved,,2025-10-31T02:05:05
3dca6484-5515-4588-97d4-fe9ad77c3e59,661bc826-cd2b-4671-8921-a244fbcba14e,approved,,2026-07-29T09:52:45
bc8ce191-1e25-4ded-9aa6-30b38de7d563,c15a35fe-a836-4c9c-9c06-6e7da63a09d6,approved,,2026-04-06T02:29:25
7686978b-279e-4376-abb0-bfdfa298e901,5fed50b2-7a61-4e20-a0b1-ea3a42f63e0f,approved,,2025-11-22T22:45:53
35e740b0-525e-4379-920c-2a042fb5531d,64e1c197-e2cf-4e05-8116-bd3ae295a488,approved,,2025-10-27T03:23:12
aa8ace63-7586-48ec-ae5e-6c7c2b43f83d,388c8af1-5557-4511-990e-3b8bad0719c9,approved,,2025-07-16T10:34:03
36d62584-d284-4c11-8988-1082e5396e92,351a7042-7604-4697-8e64-e33904a901ae,approved,,2026-06-06T12:59:52
bb0ac56e-33f1-4a2c-812c-7ee1a3e61f12,517870d6-c486-4c7b-8211-895425b8fb27,approved,,2026-08-13T16:08:35
3df7b29d-11e0-43ce-90e7-d265d4552233,8dd26374-8f71-465f-a4d6-a1bb4ea0fba3,approved,,2025-12-10T18:19:08
13670008-0a4d-4156-b38b-722616d45668,48fa8dd0-7b78-43ba-aea1-110bc417ef35,rejected,spam,2026-06-26T10:49:22
d959c3d0-e21e-4983-95d7-3c36a6256bc7,282fade6-303b-4301-ba5b-c86ad46432c3,approved,,2025-09-15T19:28:42
019c9a34-9d5d-4d58-953c-9ea71f8231e1,c96e98a5-c13b-43bf-a961-8bd4623b1319,approved,,2025-09-12T06:26:47
ff0ba41c-88da-4283-9dee-422eeb17f59e,0f55696a-a3db-468a-9d08-c32133560fee,approved,,2026-06-20T07:24:09
4eb00fab-a566-4455-8fff-42e02ddead6d,a607ee5c-be25-4444-9ede-2670445084aa,approved,,2026-08-12T11:16:38
1697f773-ecc6-4c3a-86c3-1aced46c3ff4,b09bdc7a-1009-49f2-9d4b-5fc4d0e1322c,approved,,2025-08-21T11:16:43
df3e0fc8-a808-4e89-87fa-f0814c54f256,29ab7f85-9b7c-46a0-b22a-d9b193cccc65,approved,,2026-07-10T04:19:05
d07919ac-265b-47c7-af02-0a482a7a56f9,8205f826-aa9c-4882-9599-d6b1335ddf93,approved,,2025-09-03T11:48:43
5063ef09-019c-473b-b64a-d36c65e51a5e,2d11f720-7181-4eb1-9363-fff9b7b7cbb3,approved,,2026-07-22T06:27:02
45d9f869-6e91-4f7d-b723-16cf12723d3b,dd60bfca-de85-4990-b177-ed5ed2db72f4,approved,,2025-11-10T03:54:58
d58eeb76-1294-4dde-9a58-e3692be8de62,7aa6222c-cdc2-429c-bc76-35fdaecefa97,approved,,2026-06-15T13:44:22
8f70a095-82fa-4f97-a19c-e579379e07b3,be545bca-254b-4194-9de2-3d8d4cdc997e,approved,,2026-07-10T08:11:56
5482ae6f-7a04-46b2-b2ba-41b698110121,373c790e-d44a-4894-8239-c5d9e6789f27,approved,,2026-01-19T23:33:54
344d3967-b5eb-4cc2-86ee-256c1f4d19d2,2b65fe8f-ac71-4617-86f2-58fefb64b80d,approved,,2025-08-03T12:17:05
d56b4ff6-e0e9-4f90-9a8e-7bac7952b358,03b910f0-0550-4f55-ac27-3eb45b4018c1,approved,,2025-10-01T00:33:21
1d091cc0-7d65-40c7-9c5c-376155d9e0ce,67a97c04-0b6d-48e3-944f-80a80b3ef60a,approved,,2025-08-28T22:04:10
4b390ba0-cab6-4074-ad28-7f27ec7a7e0a,314a9103-734e-4936-b232-c86f5b56157d,approved,,2025-10-08T07:59:34
38e131fc-b9c6-4961-8c00-76d2d5834f17,76e4d200-31e2-48b5-9bdf-d489d657cd00,approved,,2025-08-15T12:24:31
8aab0f47-63cb-44c9-a055-ddc119bd7d20,82ede67d-ec3b-459e-82b8-816fe3ca9f91,approved,,2026-06-03T13:03:36
2de887a9-b992-484c-b548-379f53812767,1f32a658-2168-400f-9516-4f025a95461b,approved,,2025-10-17T10:24:53
e037f221-61b7-4893-8a3e-d8a49befe30b,ff7cde6c-7f49-444a-a2eb-bde1a7108937,approved,,2025-11-23T09:00:55
75d9d378-fb47-4c83-954a-4130ee687388,3a8b99c6-cb56-40d1-ad2e-642163d2666f,approved,,2026-02-19T03:22:42
94e3cb95-437c-4314-8e3f-937aab2a7bd3,c3bdc42e-5210-4fb7-8deb-1a4d47dd4e41,approved,,2026-02-06T11:49:14
287efb00-ade1-4387-a92a-0e263152ed2e,cb338d9d-2a19-4c93-9721-ec81353570d0,approved,,2026-03-31T17:58:54
6d3d03b2-81cb-4308-a637-505e1b0d71ef,7b42dcda-e67f-41b7-a325-36ac2c8c2431,approved,,2026-01-16T21:38:07
04d09992-fd91-42a9-ae8b-7c582ed79dc9,3451b17c-a977-4da3-b2e0-2a4e74b0da3f,approved,,2026-05-24T02:47:34
