customer_id,acquisition_channel,campaign_id,acquired_at
50a2d1c4-d788-4498-a6f7-dd75d4db588f,email,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2025-02-05T16:33:31
438005c2-dd1d-48aa-8bfd-7fb06851b5f8,organic,,2025-12-23T16:33:31
5261268c-aa94-438a-921a-05efc0d414ac,organic,,2026-05-08T16:33:31
f8486fce-bc07-4a4f-a6e9-ed6a06ba996c,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2024-09-10T16:33:31
341ed9b2-1760-4720-a1b1-42681d273c63,referral,,2025-08-23T16:33:31
2660b7ac-6c46-4392-8ddc-26194c532341,organic,,2025-12-10T16:33:31
7e52ce3f-191d-4d27-a0a8-76706fd6173c,organic,,2025-06-24T16:33:31
0000bd8e-496c-42aa-9430-fea7f9bd6a96,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2026-07-20T16:33:31
3b47f466-5256-41a1-951c-efee13597676,referral,,2026-01-16T16:33:31
2480125c-2d37-405c-96b9-ca32b2c75b33,organic,,2025-07-13T16:33:31
69731d27-9caa-46cf-8933-d01e29b20043,paid_search,,2024-09-25T16:33:31
7d0a9ece-1d73-43ea-98e7-8bbe21e890ec,email,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,2025-02-02T16:33:31
861181e6-5d97-48a8-bbe4-226caa976140,paid_social,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2024-09-19T16:33:31
cc1816db-c3dd-4c16-8ea7-18fe313472b9,organic,,2026-06-20T16:33:31
1bf35f99-4627-4c80-a5f8-0797538eaf54,email,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2025-02-13T16:33:31
96f4e93c-c759-4fc7-b4a3-c8a153858bea,organic,,2025-01-29T16:33:31
6faa20a4-1e8f-43a8-9a45-33ae5f675190,email,f2b87082-9015-4dc5-813c-99cf680d5633,2026-08-07T16:33:31
5bbca380-854e-47a4-ae5c-fd631650a115,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-05-06T16:33:31
84ee8f13-e5a2-4988-8f65-daa65801c5d1,organic,,2024-09-08T16:33:31
e4bced79-6e2c-4b22-a6d5-199ed87ca7ee,direct,,2025-05-06T16:33:31
3f1fc492-e8ed-4840-97a0-a56592fdc1d9,direct,,2025-11-16T16:33:31
3483e39a-260f-4974-9366-50c2d833307f,organic,,2024-12-26T16:33:31
0b4a904c-b6d7-4355-b1ff-3744b3831112,paid_social,,2025-01-28T16:33:31
3c7a4cde-d92b-4d90-a731-9c0461ae8c90,organic,,2026-05-13T16:33:31
9ff834d1-4ca0-4dd5-bb53-ea96ad8611bb,referral,,2025-01-16T16:33:31
bbe9e834-7071-42d6-8970-aa7301b72ec2,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-08-04T16:33:31
a311b0c8-1b63-4405-8097-09a984512389,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2024-12-14T16:33:31
24ea0325-a7d6-4388-b86c-7b51e5805b26,referral,,2026-05-01T16:33:31
d6de888a-0aee-4f77-a7d4-daba8f0da415,organic,,2026-06-28T16:33:31
3f3af4f6-a87b-4f03-8669-2e1a8e3c6d8b,paid_social,,2025-08-05T16:33:31
5ed25035-4723-4154-823d-a8c8b4c02e51,organic,,2025-01-07T16:33:31
531465bc-638f-4adb-9b47-cf0c1dc55550,organic,,2026-01-22T16:33:31
d47a83f3-a765-4a20-b40c-e0993cf00e4f,paid_search,,2025-09-06T16:33:31
4b8b181e-668e-45d4-a8e3-7180a41cf064,email,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,2024-12-24T16:33:31
6d91807a-84e4-47c1-8e47-925d52e0dd48,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-08-02T16:33:31
848485f0-198f-4efa-8335-707db71a7434,direct,,2026-04-25T16:33:31
90b6264d-1278-47c8-a418-6498aac365ba,referral,,2025-08-23T16:33:31
18b69140-479d-44b6-8369-04a49414f975,organic,,2024-12-04T16:33:31
4dc2aa9c-8633-4861-b795-5b285cf76a1f,email,f2b87082-9015-4dc5-813c-99cf680d5633,2025-04-25T16:33:31
1076f00e-5dd1-41d1-b2a5-0c59e18a5310,direct,,2024-09-16T16:33:31
9bac4be0-d703-4f1d-a088-1bdb362d3246,organic,,2025-03-22T16:33:31
0872893c-bf01-4853-b91f-a1cc0263fedf,referral,,2026-02-24T16:33:31
f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-05-28T16:33:31
1435b563-f156-4cd8-9f3d-6224260e26a4,organic,,2025-08-26T16:33:31
fdd86eaf-7a5b-4598-9a08-6f4f207743bb,organic,,2025-07-21T16:33:31
b4413ac0-2fc9-4c91-b188-71c109d9be8f,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-07-31T16:33:31
2dbed2c3-1c68-4b90-a343-39b51de57b45,referral,,2026-08-07T16:33:31
b0da7a9b-77d7-407d-8506-51705503fa05,organic,,2025-01-28T16:33:31
c5dde410-2c70-486e-bb0d-974b2798825b,email,f2b87082-9015-4dc5-813c-99cf680d5633,2025-06-13T16:33:31
5d59a09d-7696-4e1b-a171-abe3b79fff2d,organic,,2026-05-06T16:33:31
ddd9ed38-6351-4568-b08c-8f6c92cb84a8,organic,,2025-01-23T16:33:31
9368e74c-0581-4d77-9358-94e415a80423,email,,2025-04-29T16:33:31
2609004e-90a8-450e-98f3-5ebc16841cd5,paid_search,,2024-10-21T16:33:31
3870073a-f764-4a2b-bc64-18e4569bf784,paid_social,,2025-02-18T16:33:31
710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,referral,,2026-07-11T16:33:31
43217606-3354-4bb8-b967-c358331d8375,paid_social,f2b87082-9015-4dc5-813c-99cf680d5633,2025-10-22T16:33:31
a7cebb21-0f26-4834-8a09-e3269b21a77b,organic,,2024-09-27T16:33:31
05fae288-07c2-4e99-a945-fa3fbfa123ed,organic,,2025-07-08T16:33:31
d9464bcd-0a19-4058-8fc1-bea843e6c339,paid_social,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2025-07-21T16:33:31
847d46dd-9721-4351-8bef-5c2292b57d6f,paid_social,,2025-07-26T16:33:31
1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2024-11-05T16:33:31
5a589b0f-69ac-4256-aea8-df379845f417,organic,,2025-01-15T16:33:31
47e4f30d-f965-45df-8474-93d5aeaf7cb2,email,,2024-12-10T16:33:31
0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,organic,,2025-10-31T16:33:31
28447ab4-5e16-465e-acd1-7fcacd2d97e2,organic,,2024-08-28T16:33:31
d82c6a2f-7e02-40de-81c3-c42ef14d8460,organic,,2025-12-11T16:33:31
013b644d-5645-44bd-8ca3-d7d254b2ba18,organic,,2025-10-10T16:33:31
66983396-cb40-4613-8d6d-306b8f9ca5c4,referral,,2026-01-17T16:33:31
23c5eb35-05e9-4347-8854-ee86ec27393e,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2026-01-07T16:33:31
a57c96be-0b7a-41c6-bd9a-9330e20c497a,organic,,2025-04-10T16:33:31
f3feb7f9-9069-4fd7-be91-3800d1307935,email,,2024-11-16T16:33:31
967d3e2d-8b15-4f43-a6b5-d1dd3934707d,organic,,2026-05-13T16:33:31
0d2974c5-d4de-4163-bf27-73d86a77b048,paid_social,,2025-12-31T16:33:31
dc634429-12c2-417d-b460-f3ed4903d539,paid_social,,2025-07-20T16:33:31
2bdeb3b7-a894-4fcf-8218-e41167bc557e,organic,,2025-09-06T16:33:31
84f816bd-12e2-4633-a419-fc80705977e6,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2026-08-01T16:33:31
0bb6fcf3-0741-4179-af46-d26c45b77171,email,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2025-03-01T16:33:31
827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,direct,,2026-08-01T16:33:31
9db0e79f-fdea-4290-ba7b-114141f33d1f,paid_social,81e4a121-070a-4f50-a023-2630fc13727c,2026-02-06T16:33:31
2a2c365a-ac9d-4106-a494-678e09ae412c,paid_social,,2025-09-03T16:33:31
a970776b-59ce-47ec-9e77-946229a8be45,paid_social,,2026-04-23T16:33:31
fd788ea1-7f9f-477b-b5fa-9a64962eb7f0,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2026-03-26T16:33:31
132425e2-d22d-43aa-a372-e3d9bfd77f8c,direct,,2025-01-14T16:33:31
cee4269a-3771-43d9-adc4-762ba3bc1782,organic,,2024-08-31T16:33:31
58491188-36e5-4fb3-ab3b-514e78a270a6,paid_social,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2025-11-16T16:33:31
5fccc95a-c30f-4525-a4a6-43861baae99a,paid_search,,2026-03-28T16:33:31
b27a07f1-ddf4-4134-9f7d-1b1ac869b110,organic,,2026-02-07T16:33:31
16e8d4f8-2451-446f-a254-3bc68e40621b,email,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2025-02-17T16:33:31
2a0095cd-099e-45f3-a8ed-241dbe5cde18,direct,,2024-10-10T16:33:31
bbfdba43-2871-4e95-84d9-e2ff45960e7d,paid_search,,2025-03-02T16:33:31
2030e11b-f809-402e-8a1e-00aa3cb751da,email,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2026-03-15T16:33:31
c90ea8ef-05ef-4528-bb65-06a8180093d8,organic,,2024-08-30T16:33:31
9d37a85b-84b4-486d-b852-fd896a50fbf6,referral,,2026-06-22T16:33:31
92bac428-565b-4fba-a911-e9f3dc3c5ad8,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2024-12-28T16:33:31
9aaa8391-995f-4006-8413-c590098fc46a,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-10-28T16:33:31
bacd6bed-844e-4650-8181-7f73dd1352e2,organic,,2025-03-20T16:33:31
9eac28b8-2264-4e48-9c2c-b3f7384bc20a,paid_social,,2026-02-05T16:33:31
83967256-31c2-4fcb-a61d-2378ac6f1ad6,organic,,2026-04-23T16:33:31
3d2423f0-cecf-4060-b105-96b04f2ea442,paid_search,,2025-06-19T16:33:31
ce73a9b8-27f8-4c9f-941c-4b99a646fb32,email,f2b87082-9015-4dc5-813c-99cf680d5633,2025-10-12T16:33:31
76acc7d2-0fca-4530-89dd-39889b4f3bb3,direct,,2026-06-08T16:33:31
40cff0ad-5c91-46bc-b72b-737347aafb25,email,,2026-04-22T16:33:31
4d6ee3e3-9ec6-4c2e-9552-a75af6d19f14,referral,,2025-02-06T16:33:31
94e0e084-e14c-4061-80da-7e6030bf14d5,paid_social,,2026-03-21T16:33:31
5d5ea9b6-fefd-4e25-850a-9c2d365e7e27,organic,,2026-03-01T16:33:31
c6fb82d9-b6e6-445a-a3d3-0158405a9d16,direct,,2024-11-03T16:33:31
e6ef189a-76de-4ef5-ace2-676d69273e22,email,,2025-04-08T16:33:31
352810e9-e0fe-4062-a808-83f47ad5f4d4,email,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,2025-01-17T16:33:31
d31efffd-fdc4-4168-ac26-83b67a6c5c47,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-11-16T16:33:31
fe2e9f59-c77b-4756-ad2e-fe864a560344,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2025-01-19T16:33:31
c9276a13-5b0f-4ce9-8802-3e0ead192508,email,,2025-08-31T16:33:31
102e02b0-7f44-4058-881f-7896edc964b2,referral,,2026-01-19T16:33:31
34a9dd73-95d0-45d9-a3fb-636e4e080a6c,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-04-05T16:33:31
cbda2de6-06db-4a9f-91af-cc36e8ba0bad,referral,,2025-11-08T16:33:31
5b2179c5-dd1c-45b4-b99c-10f1c7c201f4,organic,,2025-10-29T16:33:31
0206c59d-8464-4845-9680-9463df25efd9,organic,,2024-10-02T16:33:31
a792d50a-1570-450f-901a-c26bc3b4a9dd,paid_social,81e4a121-070a-4f50-a023-2630fc13727c,2025-04-04T16:33:31
117c9a65-4a4c-494f-8a54-64305d57c551,organic,,2025-02-18T16:33:31
189edb91-3f25-4f32-bfb4-64bd4052cb1c,organic,,2025-07-10T16:33:31
2aee3fe5-2eb0-4391-bb79-d4d4ffdd9931,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2026-02-27T16:33:31
3d0d96e7-a6da-4e11-a509-76b813d466f5,email,,2025-09-13T16:33:31
878f6e41-bcd7-4f18-aa89-90133272eafa,organic,,2024-11-23T16:33:31
f044be50-29c1-40c4-a16c-a1dd1f95d6f3,paid_social,,2025-03-10T16:33:31
961b1333-d41e-443a-9880-0b1c8c59e141,paid_search,,2025-04-16T16:33:31
41db9c8c-af73-46c6-b7aa-64cee86dbe41,email,f2b87082-9015-4dc5-813c-99cf680d5633,2025-09-29T16:33:31
72874237-a564-45ff-95cf-5fb3ab18e7c8,paid_social,,2026-06-06T16:33:31
612533b6-7eaf-45a2-b9d4-06192ce5620e,email,,2026-02-05T16:33:31
4b761c33-8a8a-4dbe-a0d0-fa3261b391ee,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2026-06-16T16:33:31
b1554012-ee9c-477f-a055-e067482499a6,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2024-08-26T16:33:31
9094466a-3714-44da-802d-85c2317b80e5,paid_social,81e4a121-070a-4f50-a023-2630fc13727c,2025-01-11T16:33:31
d1a4b7a2-e152-4377-ad2c-08cb61ad6688,organic,,2024-12-20T16:33:31
f84190e8-5c4a-4bec-be4d-2e554dd46614,referral,,2025-07-10T16:33:31
8e104807-9dc2-4625-a1b7-9d858ddd96de,email,,2024-09-12T16:33:31
99b2e147-d4f4-4a75-8f55-17304a277ed2,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-06-01T16:33:31
34ec60c6-4248-4ad1-8dd9-759b309578a4,referral,,2025-12-20T16:33:31
f6722fed-e7e1-443f-84e8-a753dc7dcd63,organic,,2026-01-09T16:33:31
faae2750-9c1c-4c70-96ed-e845374e4e5e,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-11-19T16:33:31
aece6b12-b296-4a1b-991c-ab89ac207fed,referral,,2025-09-24T16:33:31
2ffdab76-6ec7-4dce-bd58-e9b2f6da991c,paid_search,,2025-06-28T16:33:31
797a1a0b-31a6-4422-af8a-98fd4e5e1114,paid_search,,2025-11-26T16:33:31
b2263d08-d05d-4240-a470-6fe31527b9d2,organic,,2026-06-01T16:33:31
bbc4757e-2351-486e-9ca8-f73b9dac716f,organic,,2024-09-30T16:33:31
07ef23e6-1d65-4721-a3ce-889f1c58f021,organic,,2024-10-27T16:33:31
534f7dee-6c8b-474d-b7be-41fa1dbbe93a,email,,2025-04-18T16:33:31
2ba287a4-72ee-4028-bc13-39a65e78db4d,email,09573707-88d5-49d3-9883-cad210dfc293,2024-09-01T16:33:31
49a962c3-f4f1-4c85-accc-a1e3a243a202,organic,,2024-12-14T16:33:31
b0382b3d-f5c4-4ecd-9e82-9ec911feb36a,direct,,2025-10-16T16:33:31
7745384f-ccaa-4363-a18b-5e9ff0a824c0,direct,,2026-01-28T16:33:31
4671e25f-30dd-4e69-bd9f-8b7f48135732,organic,,2026-01-06T16:33:31
723f776c-3ad0-4fa2-8177-a80f2cab59d9,paid_social,,2024-10-09T16:33:31
3cc240f8-bb78-4677-a387-18bb7667c3ea,referral,,2025-02-18T16:33:31
7bfeca78-8e06-4644-9d0b-1470c32aa9e7,organic,,2025-03-02T16:33:31
7d624fe1-d3a6-4326-a6e6-32ebc0c46ea9,organic,,2026-01-21T16:33:31
15b9a6ba-816d-4956-936f-2894eff8b72d,email,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,2024-10-25T16:33:31
f285aab8-56d5-40ad-92f1-61b0a4498890,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2025-06-10T16:33:31
176aa5a0-a79f-4429-84fb-73d501c7e219,referral,,2024-10-14T16:33:31
b2664ec9-be42-46bd-9f6d-073a50105636,paid_search,,2025-01-31T16:33:31
