id,customer_id,consent_type,granted_at,revoked_at,consent_version
c0adc8a0-4b88-4e5f-a167-52cc3b1cf45d,c5dde410-2c70-486e-bb0d-974b2798825b,sms,2025-09-27T18:23:02,,v1
435afb9a-87fb-4b76-93cd-122c0734dc98,7745384f-ccaa-4363-a18b-5e9ff0a824c0,analytics_cookies,2024-06-25T06:23:15,,v1
681f16d6-d0b4-48a7-8dd9-f0d0342f7604,31d39d83-97c5-4a86-8d98-c9ea5e4d6505,analytics_cookies,2025-01-22T02:37:06,,v1
f825fa63-0ef5-4448-a277-6ce894b83ca5,95381466-0836-4fd0-b05c-e8ca6147a51f,sms,2025-11-24T11:15:46,,v1
8564bfad-0f70-4f19-bb81-527edbe3215b,5b2179c5-dd1c-45b4-b99c-10f1c7c201f4,marketing_email,2026-05-11T14:42:13,,v1
3787dc23-996b-43c2-b2b6-73425e458797,058a019d-da8d-434a-8e8b-621c3b214928,analytics_cookies,2024-05-31T13:46:51,,v3
af5b9156-5441-4807-951e-079799c4feb4,fe21b6ad-ebab-42b3-b5ed-ad3529036009,marketing_email,2026-04-30T13:25:26,,v2
81129bfb-bf1d-43ba-942e-bd73f384b2bf,9db0e79f-fdea-4290-ba7b-114141f33d1f,sms,2024-08-20T04:29:08,,v3
a24b010d-a190-4fcb-9e13-00075ce09f0c,0f8ab48c-b1fa-4600-9712-1bc2a02d8f45,data_processing,2026-07-04T02:49:12,,v3
58a7de0a-5cff-41b0-bb43-14b19b2e4297,8e104807-9dc2-4625-a1b7-9d858ddd96de,data_processing,2024-07-01T15:52:53,,v3
e43fd5e7-3566-4281-9e32-afd77251b69f,51d5c171-5764-4f95-8919-dd46d204df4b,marketing_email,2024-09-24T02:20:42,,v2
ce17930d-0c5d-47fb-b516-44ab8580e5ae,4d6ee3e3-9ec6-4c2e-9552-a75af6d19f14,sms,2025-02-27T16:39:05,,v3
1c3dc78a-aa66-4ddb-9dea-ae78e438d715,8e104807-9dc2-4625-a1b7-9d858ddd96de,analytics_cookies,2025-12-12T01:49:35,,v1
65a53b44-558c-4558-9f02-209e17d90293,d477b62b-46ba-4eaa-a26a-8e3d43ea5a28,marketing_email,2024-05-01T19:36:33,,v3
c92e289f-60f2-475f-9e88-d20b63222d44,a5066e8e-de65-4798-9ed5-f6cae5f86031,sms,2025-04-10T16:46:11,,v1
76578f60-8a23-43b9-8942-7b204897f1f6,85e030d5-7bbc-494b-baab-665c95549265,data_processing,2025-10-09T16:25:09,,v2
d434f2ac-4e69-443a-b1e7-e455b2fddd37,7c66bbce-e687-4e15-be85-d960c3de159b,data_processing,2025-01-16T09:32:54,,v1
2130b6fb-8747-4b66-8c37-50bf2c0bfd06,0d2974c5-d4de-4163-bf27-73d86a77b048,marketing_email,2024-11-25T12:06:56,,v1
2bae5a05-7569-4ed5-a376-7268418eb2df,d50199e3-7c9b-4921-9920-d234b5fc561a,marketing_email,2026-02-13T06:27:35,,v1
2dd9948e-044b-4304-8a15-17af3cc94dc6,41db9c8c-af73-46c6-b7aa-64cee86dbe41,data_processing,2024-10-06T04:47:06,,v1
dbd6469f-954f-4092-a46b-2af61a737c88,2660b7ac-6c46-4392-8ddc-26194c532341,sms,2025-04-14T09:41:25,,v3
a38cfb27-866f-4cc1-9fca-9f79e29c81f6,1991aaf6-d1b3-45f3-a33b-7a9174d18f8b,data_processing,2024-11-05T22:08:06,,v2
1fec21c7-9c56-4930-994d-0d3684025412,0db82818-585b-4e3f-9898-2a72727c2e42,data_processing,2025-09-16T14:11:26,,v3
2932e523-0bd4-46ba-8872-769ac83da06c,bbfdba43-2871-4e95-84d9-e2ff45960e7d,analytics_cookies,2025-10-29T00:00:48,2026-03-29T00:00:48,v3
2e092ea3-1b4c-4302-9c1e-e3d7ac6775aa,1bf35f99-4627-4c80-a5f8-0797538eaf54,data_processing,2026-05-14T18:17:41,,v3
dba9aff8-e753-4269-a68f-91569bcc8495,3f78077b-93c7-4c4e-8976-f16cb11cfcfc,data_processing,2025-10-06T13:15:14,,v3
85324f17-3526-460f-82ca-c1aee2a055d1,f9f4d7f7-6884-4f0c-88d9-0d3432a666ca,marketing_email,2026-04-28T18:03:02,,v3
7b959d51-ee89-40fa-8882-532e127ae3d8,d0c20886-5575-4356-8218-337197faa2fb,analytics_cookies,2026-07-14T01:22:22,,v3
5e8263a3-f95d-4753-a760-6187f0522dcb,779b7f09-bfd0-4ab7-a46f-9f6eecb13030,analytics_cookies,2024-05-20T15:37:19,,v1
5725a7a6-68c9-4adc-b7e4-b6cc75c7acd0,45514547-8413-41d4-ba88-c1240763e5e8,analytics_cookies,2024-12-21T02:57:00,,v3
4844e4ff-b0b0-4f44-89ae-06a8cdf401fe,7c2a3f62-d757-4322-a213-921d7c370838,marketing_email,2024-04-12T14:52:00,,v1
9d56dc6c-dd09-4592-a7e4-c5792d0b6a00,1ed31084-8b68-49ca-91d6-7162d8521c02,sms,2025-03-15T06:45:19,,v2
bc9596cf-6c68-4e0c-86af-7a562f120606,8a77ab59-ae1e-4b71-ab66-66bda4615cfd,marketing_email,2026-02-06T03:04:16,2026-04-13T03:04:16,v2
638e4eb8-0df5-4bcb-9253-f69ca3393e35,534f7dee-6c8b-474d-b7be-41fa1dbbe93a,marketing_email,2026-07-26T02:06:05,,v1
144d1831-b8c6-49fe-974e-3cb20b6559ea,9eac28b8-2264-4e48-9c2c-b3f7384bc20a,analytics_cookies,2025-10-03T16:22:41,,v3
2713ecec-5e54-4fa0-b34c-6e1d794d581a,8ebb4b7d-ed19-43be-a647-6c3a9a6a166a,data_processing,2026-04-15T20:59:42,,v3
065893e9-637e-4ce4-a3ad-7674db995a5d,cfefbf12-9a5a-4d61-a708-d92f785af097,marketing_email,2026-02-05T21:26:25,,v3
75b306f3-63c7-4774-83c0-4c455a58f249,3d6f18db-a49c-4563-9445-68d4e02bd664,marketing_email,2025-12-14T17:25:06,,v3
98d28810-5394-4a8b-94bd-21c7bb1381a6,284f711a-5e5a-4929-bb5d-5ddba9a4a773,sms,2025-11-19T10:18:04,,v3
d64a1687-1668-49e9-9c52-a3fd19b1a300,1a1e8918-e445-4bc0-8fa1-5a470711d51d,data_processing,2026-06-19T04:08:14,,v2
84ce8402-04a1-4710-bd36-e941e62f65f7,b2664ec9-be42-46bd-9f6d-073a50105636,sms,2024-12-05T11:10:56,,v2
066fa0bd-3006-4e22-a7c2-1b364c78c327,b745eacd-b8ee-4507-82ff-98d3c4daffc7,sms,2025-07-11T06:13:03,,v1
6c88470e-59d6-4e47-b783-2d92f4d8535f,53352c2c-02b9-41af-b276-94d6d22379fe,analytics_cookies,2024-09-27T15:48:11,,v3
6cc6a8d9-1987-4463-9e69-9d0d90f2067b,ce5ac3ba-cbec-4482-816e-1ee6def437e2,data_processing,2024-11-22T23:44:42,,v2
a758b0a5-e32f-4599-b62f-82c63de78912,45514547-8413-41d4-ba88-c1240763e5e8,data_processing,2025-05-16T05:51:26,,v1
878d0837-5d83-42ba-9c1e-769d5a613086,b169789c-d0e8-4853-819c-555646263d18,analytics_cookies,2024-05-25T18:13:05,,v1
a3805e92-4624-493b-b435-af36ff6f2822,2977486c-8467-4a72-a290-db87a9022320,data_processing,2025-04-02T06:17:32,,v3
2a600fb4-05c3-41e5-98fd-89392ab35398,89b94667-2d12-4e7a-bfdd-f37056d10195,data_processing,2024-05-04T10:51:31,,v1
8912978a-6fe9-4c30-9c9a-5fa295756b9c,dc634429-12c2-417d-b460-f3ed4903d539,marketing_email,2026-06-03T13:48:51,,v1
5ce76ec2-e526-40fa-9a3c-56783acd5837,8386c889-4e1d-49ce-9d61-12c967dad0f9,data_processing,2024-04-17T02:18:44,,v1
c7703091-7410-463e-996b-d70021b8c2cb,3e5dc535-3e67-47d0-8eed-547c7f51e8c9,analytics_cookies,2026-01-28T03:06:02,,v1
470ce809-9819-48e0-9919-1eadf9064996,40c4aa0f-6d19-4084-820c-5764f87d9184,data_processing,2025-08-19T14:49:07,2025-10-20T14:49:07,v1
a997e0a6-8b51-497c-ae42-256846019ca4,cfefbf12-9a5a-4d61-a708-d92f785af097,data_processing,2024-09-23T22:41:12,,v3
cda2a3f5-2e8d-464f-9c10-21190581bcdf,3a1577eb-7860-498f-936a-da13e16cbd8c,analytics_cookies,2025-04-26T11:50:01,,v2
91d0544a-8b3b-4aa4-bf8a-aebba543396a,cf5dd5d1-b2dc-47d4-9be1-b6c0e5b07a12,sms,2024-05-28T01:00:20,,v2
b78cfd85-5189-43ee-82af-13fa136c5305,d6914b8f-0d72-4044-a61b-055adb02f005,marketing_email,2026-07-13T19:17:19,,v3
258af4c1-c9e7-4c7b-9505-b96060c62850,2dc965e2-d3fc-4bc8-a118-d1636dbfe8c5,marketing_email,2025-05-15T00:34:12,2025-10-21T00:34:12,v2
59243d66-7178-499b-b0c3-7625dce3a072,27e89b40-f32c-4604-8a79-6d1613bde382,analytics_cookies,2024-11-25T09:03:49,,v1
5afaed9b-6ac0-4d03-9450-dbb15fc8f3c5,bb35efe0-ac42-4801-bc72-7bea481716da,analytics_cookies,2024-10-28T02:54:32,,v3
9839541b-8d84-4af0-9ae2-edc692e4c429,2e2960d6-f2e9-4048-b234-fb21f0f72405,data_processing,2024-07-06T02:35:39,,v2
0c835cc6-19bc-4f46-872f-ca324f4fa563,6deb3adf-b348-4736-a975-af07bea72c06,sms,2025-07-21T14:54:45,,v1
936c2e4c-8f89-4c5d-9c7c-8100c654bf42,b761dca2-f8ff-4709-b645-9b0591dfa353,analytics_cookies,2025-02-10T13:56:34,,v3
e008339e-4caa-4b0d-88a9-3cc8fc6295fa,c3f68ead-12e5-4a95-9f20-2c9529a5f08b,marketing_email,2025-07-12T06:59:57,2025-10-09T06:59:57,v3
c331f313-17e0-4cd8-ae40-de4bc45e634c,7902cccb-bb75-45ac-92b3-688e65d231bb,marketing_email,2025-12-19T16:27:53,,v3
c98a84be-6009-4379-9eb4-f33b6922e2d3,da9de603-2c96-4356-820d-7c1e9ac4dde7,data_processing,2024-10-11T22:30:31,,v3
003deb65-f045-4662-8d66-a7ac53ee0e26,8f4f1f50-62c9-4870-bf5b-bdcd357f8ad7,analytics_cookies,2024-12-25T10:44:16,,v2
4f41b031-d235-4d58-b410-696142bb9d1d,0e4dbbf0-e4a8-4015-9595-c0b9bec0f9e5,analytics_cookies,2026-03-05T18:15:48,,v1
66dd113c-4e9c-4c56-90a6-cf35b6e2f941,3870073a-f764-4a2b-bc64-18e4569bf784,marketing_email,2025-11-13T09:56:34,2026-01-08T09:56:34,v3
c15411d5-78e3-4232-a52b-e7fe659af27c,64ad7907-f83e-403b-b5b4-b1deded9bb1d,sms,2025-02-01T03:05:44,,v3
1b764d7e-d649-49f5-af52-e5baa92ccf35,40cff0ad-5c91-46bc-b72b-737347aafb25,sms,2026-02-16T22:00:03,,v3
19147cef-2eda-4429-8aa9-14e92c263235,fa6de1f2-ff8e-43ea-8da3-98d975b096da,analytics_cookies,2024-12-23T01:29:39,,v1
b290871c-0804-4938-8795-59f4ea26e380,0a34659d-f0b2-4bdb-bf92-759aea838e90,marketing_email,2025-12-10T22:40:09,,v2
944be27d-9867-4343-984e-c1707574b254,8dcd5fa7-1a1d-413e-9468-5f4b02f2f3fe,marketing_email,2025-03-13T14:56:15,,v1
4575096b-8a9a-4efe-ab56-b7f053fe139d,2949aa7a-85ad-46d1-8409-bf608167f72a,data_processing,2024-04-22T02:13:15,,v3
77cc3b86-c32e-4e18-b00b-4efaa9d9bafd,ff4e2ef5-4f72-41f4-90ea-4f40665b9f5b,data_processing,2024-08-04T07:14:07,,v3
d76398ee-46aa-4781-91b6-c28177a96863,a4bf9059-6cd4-4e62-9a86-ff20975d7434,data_processing,2026-04-03T17:00:44,,v1
4249b3f0-c1ae-461c-8452-bad87bd72884,84f7f075-d17e-4662-a11c-bc80e28b12f5,data_processing,2025-05-22T11:24:12,,v2
308fb981-6a7e-474c-b119-0b728e8bfe14,11498734-cebc-4784-a055-6bd08a18f1dc,sms,2025-11-24T06:45:55,,v2
d0d0c673-5bd9-40d0-875b-180d6c0a8fd6,07365e1d-9d4c-4185-859e-d5757178280c,marketing_email,2026-04-18T06:55:47,,v2
1eb14754-d738-48aa-b418-436f6ac796bc,67d2941c-ef55-4f74-9994-431a09ee14db,analytics_cookies,2025-06-08T11:58:14,,v1
6b710b00-a845-439c-b3f9-5a0f7b80aa5f,1740f65f-2823-4d8a-9ff9-2bf6dfcddfb6,data_processing,2026-03-14T10:50:37,2026-06-08T10:50:37,v1
f77b18f2-c6cb-4dae-8390-a4fe7af4a5c1,ead66f31-3437-42c5-9145-8281898ce326,data_processing,2025-06-03T21:27:30,,v1
556dc71e-6f02-4941-a640-5fa0dd3e705f,b169789c-d0e8-4853-819c-555646263d18,sms,2026-08-09T18:26:39,,v1
d2f9931e-08a4-4b0c-b552-0071f03811cb,1a1fa253-a2de-457a-9397-7c6c80d5d589,analytics_cookies,2025-07-26T05:27:32,,v3
0a374d8c-4bf0-4347-98a2-d94d136a8183,03710ca1-feb1-4206-bd26-3bb8e6a1dac2,sms,2025-09-04T14:45:36,,v3
94f48bc4-2305-4c47-be3d-2f1b17adad3f,c9750567-c933-4797-9313-ec159ddcb6d2,marketing_email,2025-01-18T00:12:33,,v1
67e4b656-011f-43b5-8191-327fe1c106b3,6d622f69-5cf8-4eda-b7ff-4f57f0e66237,marketing_email,2025-02-08T21:23:31,,v3
d7a216f4-c389-464d-92fa-8ceceed591dd,01450c81-3eae-4663-a704-f91c175e17f0,data_processing,2025-05-09T06:04:19,,v2
be612e63-057b-4776-937b-65c36684b57f,d82c6a2f-7e02-40de-81c3-c42ef14d8460,analytics_cookies,2025-12-04T19:13:01,,v1
fadf26e9-1fa2-472b-9256-d246af2fb5d6,c5ee9489-e7ea-4da3-9a86-b34c76f6d340,data_processing,2024-07-23T13:17:02,,v1
ba185cdd-1f98-4d47-812f-0cc601b80f54,2949aa7a-85ad-46d1-8409-bf608167f72a,sms,2024-09-20T11:31:51,,v2
30a221e3-2e16-4837-8878-2ebc20080cb9,a0f290f7-884a-4d5d-b502-f43702abb2db,data_processing,2025-11-23T16:27:32,2026-03-25T16:27:32,v2
28b76f95-bd2b-420b-9a77-eb9c813c5ea4,12c154ff-46ac-45a7-921c-2404994ecc21,marketing_email,2024-08-09T01:51:56,,v1
e7021390-eeb2-4281-b4db-6e3f879a2f7b,2dc965e2-d3fc-4bc8-a118-d1636dbfe8c5,analytics_cookies,2024-04-02T06:40:24,,v3
6f7a633e-9489-4294-8296-41c5dcf01026,8f9052f4-d761-416e-8b74-a71f640df0d7,analytics_cookies,2026-06-18T23:56:26,,v1
fc622bb6-b401-4a6e-b13b-6f7947256686,37601558-3b79-4200-800f-fc03a28a5ec7,sms,2025-11-23T21:37:03,,v1
56cfce26-8bc4-4ba2-9633-e8389966a946,9aaa8391-995f-4006-8413-c590098fc46a,marketing_email,2024-09-13T20:29:08,2025-02-26T20:29:08,v1
647eeab3-21fc-4af0-9e00-a3083e2f7f5d,e7f5d853-30ed-4302-9303-e11752f57b2f,sms,2024-07-02T18:35:22,,v1
62242ad3-6c9d-4a78-b9d7-e6ded32f2cb6,57476af2-aff3-4f50-9313-77926b1859bc,data_processing,2025-01-07T06:22:58,,v2
16f60580-b387-44e5-bab6-fd4b1acb5f94,b0da7a9b-77d7-407d-8506-51705503fa05,sms,2025-08-05T01:15:26,,v2
02cc932d-d5ee-4b8c-9313-a494e232a8af,03710ca1-feb1-4206-bd26-3bb8e6a1dac2,marketing_email,2024-03-21T20:30:09,,v1
7ea508d9-fb1a-45cc-a0ac-7380984fb186,baa48fe5-b7a4-4ea7-8eaf-5387ded157f7,data_processing,2025-12-19T12:38:04,,v3
00c6ebd6-fea9-426e-948b-67faba3bb1c8,27e89b40-f32c-4604-8a79-6d1613bde382,data_processing,2025-09-06T10:13:18,,v3
cedf89da-249b-44b2-af4c-3601ee75f7d7,b66095e0-346f-477d-8c25-3b70d4dfab70,analytics_cookies,2026-04-03T11:51:34,,v1
0868e552-c84e-4cf3-b2c4-f39bf6f05fbc,723f776c-3ad0-4fa2-8177-a80f2cab59d9,analytics_cookies,2026-05-14T14:57:18,,v3
516e8acb-ab98-47f3-96ca-f4ed3f60ddb6,d50199e3-7c9b-4921-9920-d234b5fc561a,data_processing,2024-05-16T14:49:35,,v2
fc7fd168-0569-44e0-9a51-44ecbce905ff,aeb1bb4a-8548-48ed-a8e2-c31bc682b091,marketing_email,2025-06-22T21:36:51,2025-09-18T21:36:51,v1
a33c611d-2ead-4e55-80e6-c9700dfc9ef4,c3f68ead-12e5-4a95-9f20-2c9529a5f08b,analytics_cookies,2026-06-05T18:01:56,,v2
60c18538-c194-44ea-9967-576b37c9c46f,352810e9-e0fe-4062-a808-83f47ad5f4d4,sms,2024-11-15T10:56:26,,v3
9922f2f9-07ae-462e-8773-519949eff61f,2444fa55-4e76-4e0e-8880-6ccb037e3479,analytics_cookies,2024-08-08T11:32:22,,v3
d5a0d0ac-52cb-4d69-94e9-5bb670a75662,4423c47b-1f8b-4df4-bfe9-531cd8e6441b,data_processing,2026-08-06T11:35:13,,v1
d28a9f61-cc7c-4bfb-aded-402deda2a056,2e1fd151-264e-4a4a-8584-733dd5da3152,data_processing,2025-11-26T01:26:58,,v1
310838d1-dbb4-4334-b310-7b09e76877f3,4cd79f83-9fc7-43e4-a4c1-89402b7124e1,marketing_email,2024-10-04T11:07:28,,v3
e1aad349-1f7d-4787-b6bd-e82d74946764,e7297926-0c3c-47f0-a303-8e1ddfc0eb77,marketing_email,2025-06-30T16:40:58,,v1
bbf8f112-f38b-4cc4-9194-7ac414c1d8c5,a311b0c8-1b63-4405-8097-09a984512389,data_processing,2026-07-23T15:57:48,,v1
c35afa50-21d1-4358-8f79-c4ca06a902ef,7d624fe1-d3a6-4326-a6e6-32ebc0c46ea9,analytics_cookies,2025-11-22T00:01:58,,v1
0256ab72-2aab-4107-853e-57a5554c3218,670a79a3-05fc-4a33-8b9d-1b6df80347f4,analytics_cookies,2025-06-11T12:45:54,,v2
2ea06caf-64f5-4db6-9c91-db924edd7377,ed79e1d1-f247-47da-b20f-17c6184db706,data_processing,2024-06-15T01:57:11,,v1
fa9e03b7-056a-4c98-9c6d-2d58e516b741,28a5a7b8-b34b-47a6-91f7-8e384d6b6f59,sms,2024-03-17T17:45:20,,v3
8f3d766f-a894-423b-8bc5-cd6b0e2923c5,e8e92a9f-bec3-4873-951c-b05d0fe37715,sms,2024-12-14T01:41:03,,v1
14e9d101-c575-407a-85a2-18a69d52d48c,a0f290f7-884a-4d5d-b502-f43702abb2db,sms,2026-08-04T16:29:43,,v1
ed96fd6c-1a86-4b02-a067-1afb07d329ff,bcff2252-fa4f-4a03-88eb-6ff7b0e010a0,data_processing,2026-08-10T16:27:54,,v3
